Fecha Inicio Viaje,Fecha Fin Viaje,Temporada,ID Origen,ID Destino,Tiempo,Viaje
2019-11-06,2019-11-06,4,51,51,7.228721776907545,16343
2019-11-07,2019-11-07,4,51,51,7.102354904505841,16179
2019-11-08,2019-11-08,4,51,51,6.189381107491856,15350
2019-11-09,2019-11-09,4,51,51,5.080426456888521,9661
2019-11-10,2019-11-10,4,51,51,7.397066885964913,7296
2019-11-11,2019-11-11,4,51,51,8.362923938096806,15185
2019-11-12,2019-11-12,4,51,51,9.770822669104204,13675
2019-11-13,2019-11-13,4,51,51,7.77179847137732,12822
2019-11-14,2019-11-14,4,51,51,6.979917610710608,15536
2019-11-15,2019-11-15,4,54,51,6.393758074386347,14707
2019-11-16,2019-11-16,4,51,51,7.1063456232756455,7974
2019-11-17,2019-11-17,4,51,54,6.707886220405382,5871
2019-11-18,2019-11-18,4,51,51,6.22168610105884,7461
2019-11-19,2019-11-19,4,51,51,8.216091954022989,15225
2019-11-20,2019-11-20,4,51,51,7.613333333333333,15525
2019-11-21,2019-11-21,4,51,51,6.852043151356653,15295
2019-11-22,2019-11-22,4,51,51,7.298577221802185,14549
2019-11-23,2019-11-23,4,51,51,5.300639427766338,9227
2019-11-24,2019-11-24,4,51,50,10.031532157244062,7199
2019-11-25,2019-11-25,4,51,51,8.602834403797821,14324
2019-11-26,2019-11-26,4,51,51,8.805386498775796,14295
2019-11-27,2019-11-27,4,[51 52],51,7.291208062591168,15082
2019-11-28,2019-11-28,4,51,51,6.063986710963455,15050
2019-11-29,2019-11-29,4,51,51,6.251751614232724,14558
2019-11-30,2019-11-30,4,51,51,4.358430876304967,9483
2019-12-01,2019-12-01,1,51,54,7.757947255880256,7015
2019-12-02,2019-12-02,1,52,51,8.219812782005523,14849
2019-12-03,2019-12-03,1,51,51,8.972329721362229,15504
2019-12-04,2019-12-04,1,51,51,7.914176143877281,15124
2019-12-05,2019-12-05,1,51,51,7.493666666666667,15000
2019-12-06,2019-12-06,1,51,51,6.290535379487536,14401
2019-12-07,2019-12-07,1,51,51,5.416869334512492,9046
2019-12-08,2019-12-08,1,50,51,7.966584695501229,6913
2019-12-09,2019-12-09,1,51,51,7.692208072523203,13899
2019-12-10,2019-12-10,1,51,51,8.30713532513181,14225
2019-12-11,2019-12-11,1,51,51,6.916424057374139,14083
2019-12-12,2019-12-12,1,51,51,7.087307576214911,13252
2019-12-13,2019-12-13,1,51,51,4.2720632988435785,13144
2019-12-14,2019-12-14,1,51,51,6.947874265038444,8844
2019-12-15,2019-12-15,1,51,51,8.2233141820381,6614
2019-12-16,2019-12-16,1,52,51,8.485838128689933,13381
2019-12-17,2019-12-17,1,51,51,8.565334891534585,13691
2019-12-18,2019-12-18,1,[51 52],51,5.593354430379747,13272
2019-12-19,2019-12-19,1,51,51,5.934150557912934,12726
2019-12-20,2019-12-20,1,51,51,6.244316098276494,10908
2019-12-21,2019-12-21,1,51,51,7.8984206151288445,6015
2019-12-22,2019-12-22,1,51,51,7.1485277674245244,5366
2019-12-23,2019-12-23,1,51,51,8.187108420940852,9417
2019-12-24,2019-12-24,1,54,35,8.69032047089601,6116
2019-12-25,2019-12-25,1,50,[35 50],9.271024464831804,2616
2019-12-26,2019-12-26,1,51,51,5.854208167330677,8032
2019-12-27,2019-12-27,1,51,51,7.927943760984183,8535
2019-12-28,2019-12-28,1,[35 51 52],51,5.067020570670206,6028
2019-12-29,2019-12-29,1,50,50,9.394495412844037,5341
2019-12-30,2019-12-30,1,51,51,7.416499246609744,7964
2019-12-31,2019-12-31,1,51,51,8.312763884378045,6158
